Year,Trip Date,Sorter,Property,Site name,Site,Grid,Design,2001/2002,2011/2012,TREATMENTS,Plot,Ref,Dune Zone,Species,Viable,Non-viable,Evidence of predation,Estimate of spinifex husks,I.D. Confidence,Total (excluding spinifex husks),Total (incl. spin husks),Notes
2017,6/5/2017,Gaby,Carlo Station,Shitty Site,SH,5,Regional,burnt,unburnt,Burnt/unburnt,1,,Swale,Ptilotus polystachyus,,8,,,1,8,8,
2017,6/5/2017,Gaby,Carlo Station,Shitty Site,SH,5,Regional,burnt,unburnt,Burnt/unburnt,1,,Swale,Trachymene glaucifolia,,1,,,1,1,1,
2017,6/5/2017,Gaby,Carlo Station,Shitty Site,SH,5,Regional,burnt,unburnt,Burnt/unburnt,1,,Swale,Triodia basedowii,,,,19,1,0,19,
2017,6/5/2017,Gaby,Carlo Station,Shitty Site,SH,5,Regional,burnt,unburnt,Burnt/unburnt,1,,Swale,Cenchrus ciliaris,,1,,,1,1,1,
2017,6/5/2017,Gaby,Carlo Station,Shitty Site,SH,5,Regional,burnt,unburnt,Burnt/unburnt,1,,Swale,Setaria surgens,1,,,,1,1,1,
2017,6/5/2017,Mulan,Carlo Station,Shitty Site,SH,5,Regional,burnt,unburnt,Burnt/unburnt,2,,Swale,Triodia basedowii,2,,,,1,2,2,
2017,6/5/2017,Mulan,Carlo Station,Shitty Site,SH,5,Regional,burnt,unburnt,Burnt/unburnt,2,,Swale,Goodenia cycloptera,1,,,,2,1,1,
2017,6/5/2017,Mulan,Carlo Station,Shitty Site,SH,5,Regional,burnt,unburnt,Burnt/unburnt,2,,Swale,Trachymene glaucifolia,1,1,,,1,2,2,
2017,6/5/2017,Gaby,Carlo Station,Shitty Site,SH,5,Regional,burnt,unburnt,Burnt/unburnt,3,,Swale,Trachymene glaucifolia,14,16,,,1,30,30,
2017,6/5/2017,Gaby,Carlo Station,Shitty Site,SH,5,Regional,burnt,unburnt,Burnt/unburnt,3,,Swale,Goodenia cycloptera,3,3,,,1,6,6,
2017,6/5/2017,Gaby,Carlo Station,Shitty Site,SH,5,Regional,burnt,unburnt,Burnt/unburnt,3,,Swale,Ptilotus polystachyus,27,18,,,1,45,45,
2017,6/5/2017,Gaby,Carlo Station,Shitty Site,SH,5,Regional,burnt,unburnt,Burnt/unburnt,3,,Swale,Haloragis gossei,4,3,,,1,7,7,
2017,6/5/2017,Gaby,Carlo Station,Shitty Site,SH,5,Regional,burnt,unburnt,Burnt/unburnt,3,,Swale,Aristida sp.,9,7,,,1,16,16,
2017,6/5/2017,Gaby,Carlo Station,Shitty Site,SH,5,Regional,burnt,unburnt,Burnt/unburnt,3,,Swale,Triodia basedowii,,,,79,1,0,79,
2017,6/5/2017,Gaby,Carlo Station,Shitty Site,SH,5,Regional,burnt,unburnt,Burnt/unburnt,3,,Swale,Plagiosetum refractum,,9,,,1,9,9,Paractaenum refractum
2017,6/5/2017,Gaby,Carlo Station,Shitty Site,SH,5,Regional,burnt,unburnt,Burnt/unburnt,4,,Swale,Trachymene glaucifolia,1,,,,1,1,1,
2017,6/5/2017,Gaby,Carlo Station,Shitty Site,SH,5,Regional,burnt,unburnt,Burnt/unburnt,4,,Swale,Triodia basedowii,,,,13,1,0,13,
2017,6/5/2017,Gaby,Carlo Station,Shitty Site,SH,5,Regional,burnt,unburnt,Burnt/unburnt,4,,Swale,Aristida sp.,7,,,,1,7,7,
2017,6/5/2017,Gaby,Carlo Station,Shitty Site,SH,5,Regional,burnt,unburnt,Burnt/unburnt,4,,Swale,Goodenia cycloptera,1,,,,1,1,1,
2017,6/5/2017,Gaby,Carlo Station,Shitty Site,SH,5,Regional,burnt,unburnt,Burnt/unburnt,4,,Swale,Ptilotus polystachyus,7,,,,1,7,7,
2017,6/5/2017,Gaby,Carlo Station,Shitty Site,SH,5,Regional,burnt,unburnt,Burnt/unburnt,4,,Swale,Plagiosetum refractum,3,,,,1,3,3,Paractaenum refractum
2017,6/5/2017,Mulan,Carlo Station,Shitty Site,SH,5,Regional,burnt,unburnt,Burnt/unburnt,5,,Swale,,,,,,,0,0,No seeds
2017,6/5/2017,Mulan,Carlo Station,Shitty Site,SH,5,Regional,burnt,unburnt,Burnt/unburnt,6,,Mid,,,,,,,0,0,No seeds
2017,6/5/2017,Mulan,Carlo Station,Shitty Site,SH,5,Regional,burnt,unburnt,Burnt/unburnt,7,,Mid,,,,,,,0,0,No seeds
2017,6/5/2017,Mulan,Carlo Station,Shitty Site,SH,5,Regional,burnt,unburnt,Burnt/unburnt,8,141,Mid,Boerhavia coccinea,1,,,,2,1,1,
2017,6/5/2017,Mulan,Carlo Station,Shitty Site,SH,5,Regional,burnt,unburnt,Burnt/unburnt,8,141,Mid,Scaevola depauperata,1,,,,2,1,1,
2017,6/5/2017,Mulan,Carlo Station,Shitty Site,SH,5,Regional,burnt,unburnt,Burnt/unburnt,8,141,Mid,Trachymene glaucifolia,,1,,,1,1,1,
2017,6/5/2017,Mulan,Carlo Station,Shitty Site,SH,5,Regional,burnt,unburnt,Burnt/unburnt,9,142,Mid,Yakirra australiensis,7,,,,1,7,7,
2017,6/5/2017,Mulan,Carlo Station,Shitty Site,SH,5,Regional,burnt,unburnt,Burnt/unburnt,9,142,Mid,Eragrostis eriopoda,3,,,,1,3,3,
2017,6/5/2017,Gaby,Carlo Station,Shitty Site,SH,5,Regional,burnt,unburnt,Burnt/unburnt,9,144,Mid,Trachymene glaucifolia,7,,,,1,7,7,"*Mistake in numbering, there is 2 Plot 9s and 2 Plot 10s - reference numbers are different so they are different samples "
2017,6/5/2017,Gaby,Carlo Station,Shitty Site,SH,5,Regional,burnt,unburnt,Burnt/unburnt,9,144,Mid,Goodenia cycloptera,,9,,,1,9,9,
2017,6/5/2017,Gaby,Carlo Station,Shitty Site,SH,5,Regional,burnt,unburnt,Burnt/unburnt,9,144,Mid,Sida fibulifera,7,,,,1,7,7,
2017,6/5/2017,Gaby,Carlo Station,Shitty Site,SH,5,Regional,burnt,unburnt,Burnt/unburnt,9,144,Mid,Haloragis gossei,,2,,,2,2,2,
2017,6/5/2017,Gaby,Carlo Station,Shitty Site,SH,5,Regional,burnt,unburnt,Burnt/unburnt,9,144,Mid,Ptilotus polystachyus,19,9,,,1,28,28,
2017,6/5/2017,Gaby,Carlo Station,Shitty Site,SH,5,Regional,burnt,unburnt,Burnt/unburnt,9,144,Mid,Newcastelia spodiotricha,26,,,,1,26,26,
2017,6/5/2017,Gaby,Carlo Station,Shitty Site,SH,5,Regional,burnt,unburnt,Burnt/unburnt,9,144,Mid,Dicrastylis costelloi,6,,,,2,6,6,
2017,6/5/2017,Gaby,Carlo Station,Shitty Site,SH,5,Regional,burnt,unburnt,Burnt/unburnt,9,144,Mid,Grevillea stenobotrya,1,,,,2,1,1,
2017,6/5/2017,Gaby,Carlo Station,Shitty Site,SH,5,Regional,burnt,unburnt,Burnt/unburnt,9,144,Mid,Scaevola depauperata,4,,,,1,4,4,
2017,6/5/2017,Gaby,Carlo Station,Shitty Site,SH,5,Regional,burnt,unburnt,Burnt/unburnt,9,144,Mid,Plagiosetum refractum,,25,,,1,25,25,Paractaenum refractum
2017,6/5/2017,Gaby,Carlo Station,Shitty Site,SH,5,Regional,burnt,unburnt,Burnt/unburnt,9,144,Mid,Triodia basedowii,,,,84,1,0,84,
2017,6/5/2017,Gaby,Carlo Station,Shitty Site,SH,5,Regional,burnt,unburnt,Burnt/unburnt,9,144,Mid,Aristida sp.,29,,,,1,29,29,
2017,6/5/2017,Gaby,Carlo Station,Shitty Site,SH,5,Regional,burnt,unburnt,Burnt/unburnt,10,141,Mid,Euphorbia tannensis,1,,,,2,1,1,
2017,6/5/2017,Gaby,Carlo Station,Shitty Site,SH,5,Regional,burnt,unburnt,Burnt/unburnt,10,145,Mid,Trachymene glaucifolia,14,16,,,1,30,30,
2017,6/5/2017,Gaby,Carlo Station,Shitty Site,SH,5,Regional,burnt,unburnt,Burnt/unburnt,10,145,Mid,Goodenia cycloptera,7,11,,,1,18,18,
2017,6/5/2017,Gaby,Carlo Station,Shitty Site,SH,5,Regional,burnt,unburnt,Burnt/unburnt,10,145,Mid,Sida fibulifera,,3,,,1,3,3,
2017,6/5/2017,Gaby,Carlo Station,Shitty Site,SH,5,Regional,burnt,unburnt,Burnt/unburnt,10,145,Mid,Triodia basedowii,,,,98,1,0,98,
2017,6/5/2017,Gaby,Carlo Station,Shitty Site,SH,5,Regional,burnt,unburnt,Burnt/unburnt,10,145,Mid,Haloragis gossei,6,,,,1,6,6,
2017,6/5/2017,Gaby,Carlo Station,Shitty Site,SH,5,Regional,burnt,unburnt,Burnt/unburnt,10,145,Mid,Aristida sp.,11,12,,,1,23,23,
2017,6/5/2017,Gaby,Carlo Station,Shitty Site,SH,5,Regional,burnt,unburnt,Burnt/unburnt,10,145,Mid,Ptilotus polystachyus,5,2,,,1,7,7,
2017,6/5/2017,Gaby,Carlo Station,Shitty Site,SH,5,Regional,burnt,unburnt,Burnt/unburnt,10,145,Mid,Euphorbia drummondii,2,1,,,2,3,3,
2017,6/5/2017,Gaby,Carlo Station,Shitty Site,SH,5,Regional,burnt,unburnt,Burnt/unburnt,10,145,Mid,Dodonea viscosa,,1,,,1,1,1,
2017,6/5/2017,Mulan,Carlo Station,Shitty Site,SH,5,Regional,burnt,unburnt,Burnt/unburnt,11,146,Crest,Grevillea stenobotrya,,1,,,2,1,1,
2017,6/5/2017,Mulan,Carlo Station,Shitty Site,SH,5,Regional,burnt,unburnt,Burnt/unburnt,12,147,Crest,,,,,,,0,0,No seeds 
2017,6/5/2017,Mulan,Carlo Station,Shitty Site,SH,5,Regional,burnt,unburnt,Burnt/unburnt,13,148,Crest,Aristida sp.,3,,,,1,3,3,
2017,6/5/2017,Mulan,Carlo Station,Shitty Site,SH,5,Regional,burnt,unburnt,Burnt/unburnt,13,148,Crest,Scaevola depauperata,1,1,,,2,2,2,
2017,6/5/2017,Mulan,Carlo Station,Shitty Site,SH,5,Regional,burnt,unburnt,Burnt/unburnt,14,149,Crest,Unknown 3,1,,,,2,1,1,
2017,6/5/2017,Mulan,Carlo Station,Shitty Site,SH,5,Regional,burnt,unburnt,Burnt/unburnt,15,150,Crest,Tephrosia rosea,1,,,,1,1,1,
2017,6/5/2017,Mulan,Carlo Station,Shitty Site,SH,5,Regional,burnt,unburnt,Burnt/unburnt,15,150,Crest,Euphorbia drummondii,1,,,,1,1,1,
2017,6/5/2017,Mulan,Carlo Station,Shitty Site,SH,5,Regional,burnt,unburnt,Burnt/unburnt,15,150,Crest,Dicrastylis costelloi,1,,,,2,1,1,
2017,6/5/17,Mulan,Carlo Station,Carlo Station,CS,2,Regional,unburnt,unburnt,Unburnt/unburnt,1,166,Swale,Triodia basedowii,,,,1,1,0,1,
2017,6/5/17,Mulan,Carlo Station,Carlo Station,CS,2,Regional,unburnt,unburnt,Unburnt/unburnt,1,166,Swale,Unknown 1,4,,,1,1,4,5,
2017,6/5/17,Mulan,Carlo Station,Carlo Station,CS,2,Regional,unburnt,unburnt,Unburnt/unburnt,1,166,Swale,Yakirra australiensis,2,,,1,1,2,3,
2017,6/5/17,Mulan,Carlo Station,Carlo Station,CS,2,Regional,unburnt,unburnt,Unburnt/unburnt,1,166,Swale,Calandrinia balonensis,1,,,1,1,1,2,
2017,6/5/17,Mulan,Carlo Station,Carlo Station,CS,2,Regional,unburnt,unburnt,Unburnt/unburnt,1,166,Swale,Triodia basedowii,1,,,1,1,1,2,
2017,6/5/17,Mulan,Carlo Station,Carlo Station,CS,2,Regional,unburnt,unburnt,Unburnt/unburnt,2,167,Swale,Triodia basedowii,3,,,,2,3,3,
2017,6/5/17,Mulan,Carlo Station,Carlo Station,CS,2,Regional,unburnt,unburnt,Unburnt/unburnt,2,167,Swale,Trachymene glaucifolia,1,,,,2,1,1,
2017,6/5/17,Mulan,Carlo Station,Carlo Station,CS,2,Regional,unburnt,unburnt,Unburnt/unburnt,2,167,Swale,Calandrinia balonensis,14,,,,1,14,14,
2017,6/5/17,Mulan,Carlo Station,Carlo Station,CS,2,Regional,unburnt,unburnt,Unburnt/unburnt,2,167,Swale,Eragrostis eriopoda,1,,,,1,1,1,
2017,6/5/17,Mulan,Carlo Station,Carlo Station,CS,2,Regional,unburnt,unburnt,Unburnt/unburnt,3,168,Swale,Unknown 1,5,,,,1,5,5,
2017,6/5/17,Mulan,Carlo Station,Carlo Station,CS,2,Regional,unburnt,unburnt,Unburnt/unburnt,3,168,Swale,Yakirra australiensis,15,,,,1,15,15,
2017,6/5/17,Mulan,Carlo Station,Carlo Station,CS,2,Regional,unburnt,unburnt,Unburnt/unburnt,3,168,Swale,Trachymene glaucifolia,3,,,,2,3,3,
2017,6/5/17,Mulan,Carlo Station,Carlo Station,CS,2,Regional,unburnt,unburnt,Unburnt/unburnt,3,168,Swale,Eriachne aristidea,2,,,,2,2,2,
2017,6/5/17,Mulan,Carlo Station,Carlo Station,CS,2,Regional,unburnt,unburnt,Unburnt/unburnt,4,169,Swale,Trachymene glaucifolia,42,,,,2,42,42,
2017,6/5/17,Mulan,Carlo Station,Carlo Station,CS,2,Regional,unburnt,unburnt,Unburnt/unburnt,4,169,Swale,Unknown 1,11,,,,1,11,11,
2017,6/5/17,Mulan,Carlo Station,Carlo Station,CS,2,Regional,unburnt,unburnt,Unburnt/unburnt,4,169,Swale,Eriachne aristidea,6,,,,2,6,6,
2017,6/5/17,Mulan,Carlo Station,Carlo Station,CS,2,Regional,unburnt,unburnt,Unburnt/unburnt,5,170,Swale,Unknown 1,2,,,,1,2,2,
2017,6/5/17,Mulan,Carlo Station,Carlo Station,CS,2,Regional,unburnt,unburnt,Unburnt/unburnt,5,170,Swale,Calandrinia balonensis,3,,,,1,3,3,
2017,6/5/17,Mulan,Carlo Station,Carlo Station,CS,2,Regional,unburnt,unburnt,Unburnt/unburnt,5,170,Swale,Boerhavia coccinea,3,,,,2,3,3,
2017,6/5/17,Mulan,Carlo Station,Carlo Station,CS,2,Regional,unburnt,unburnt,Unburnt/unburnt,6,171,Mid,Unknown 1,1,,,,1,1,1,
2017,6/5/17,Mulan,Carlo Station,Carlo Station,CS,2,Regional,unburnt,unburnt,Unburnt/unburnt,6,171,Mid,Unknown 3,1,,,,1,1,1,
2017,6/5/17,Mulan,Carlo Station,Carlo Station,CS,2,Regional,unburnt,unburnt,Unburnt/unburnt,6,171,Mid,Unknown 5,1,,,,1,1,1,
2017,6/5/17,Mulan,Carlo Station,Carlo Station,CS,2,Regional,unburnt,unburnt,Unburnt/unburnt,7,172,Mid,Calandrinia balonensis,3,,,,1,3,3,
2017,6/5/17,Mulan,Carlo Station,Carlo Station,CS,2,Regional,unburnt,unburnt,Unburnt/unburnt,7,172,Mid,Unknown 3,4,,,,1,4,4,
2017,6/5/17,Mulan,Carlo Station,Carlo Station,CS,2,Regional,unburnt,unburnt,Unburnt/unburnt,7,172,Mid,Trachymene glaucifolia,1,,,,2,1,1,
2017,6/5/17,Mulan,Carlo Station,Carlo Station,CS,2,Regional,unburnt,unburnt,Unburnt/unburnt,8,173,Mid,Trachymene glaucifolia,1,,,,2,1,1,
2017,6/5/17,Mulan,Carlo Station,Carlo Station,CS,2,Regional,unburnt,unburnt,Unburnt/unburnt,8,173,Mid,Triodia basedowii,,,,1,1,0,1,
2017,6/5/17,Mulan,Carlo Station,Carlo Station,CS,2,Regional,unburnt,unburnt,Unburnt/unburnt,9,174,Mid,Yakirra australiensis,7,,,,1,7,7,
2017,6/5/17,Mulan,Carlo Station,Carlo Station,CS,2,Regional,unburnt,unburnt,Unburnt/unburnt,10,175,Mid,Calandrinia balonensis,158,,,,1,158,158,
2017,6/5/17,Mulan,Carlo Station,Carlo Station,CS,2,Regional,unburnt,unburnt,Unburnt/unburnt,10,175,Mid,Unknown 1,2,,,,1,2,2,
2017,6/5/17,Mulan,Carlo Station,Carlo Station,CS,2,Regional,unburnt,unburnt,Unburnt/unburnt,10,175,Mid,Triodia basedowii,1,,,,2,1,1,
2017,6/5/17,Mulan,Carlo Station,Carlo Station,CS,2,Regional,unburnt,unburnt,Unburnt/unburnt,11,176,Crest,Scaevola parvibarbata,1,,,,1,1,1,
2017,6/5/17,Mulan,Carlo Station,Carlo Station,CS,2,Regional,unburnt,unburnt,Unburnt/unburnt,11,176,Crest,Unknown 3,2,,,,1,2,2,
2017,6/5/17,Mulan,Carlo Station,Carlo Station,CS,2,Regional,unburnt,unburnt,Unburnt/unburnt,12,177,Crest,Calandrinia balonensis,13,,,,1,13,13,
2017,6/5/17,Mulan,Carlo Station,Carlo Station,CS,2,Regional,unburnt,unburnt,Unburnt/unburnt,12,177,Crest,Trachymene glaucifolia,1,,,,2,1,1,
2017,6/5/17,Mulan,Carlo Station,Carlo Station,CS,2,Regional,unburnt,unburnt,Unburnt/unburnt,12,177,Crest,Eragrostis eriopoda,1,,,,1,1,1,
2017,6/5/17,Mulan,Carlo Station,Carlo Station,CS,2,Regional,unburnt,unburnt,Unburnt/unburnt,13,178,Crest,Unknown 6,1,,,,1,1,1,
2017,6/5/17,Mulan,Carlo Station,Carlo Station,CS,2,Regional,unburnt,unburnt,Unburnt/unburnt,13,178,Crest,Unknown 3,2,,,,1,2,2,
2017,6/5/17,Mulan,Carlo Station,Carlo Station,CS,2,Regional,unburnt,unburnt,Unburnt/unburnt,14,179,Crest,Scaevola depauperata,1,,,,1,1,1,
2017,6/5/17,Mulan,Carlo Station,Carlo Station,CS,2,Regional,unburnt,unburnt,Unburnt/unburnt,15,180,Crest,Unknown 3,5,,,,1,5,5,
2017,6/5/17,Mulan,Carlo Station,Carlo Station,CS,2,Regional,unburnt,unburnt,Unburnt/unburnt,15,180,Crest,Crotalaria cunninghamii,,1,,,1,1,1,Undeveloped
2017,6/5/17,Mulan,Carlo Station,Carlo Station,CS,2,Regional,unburnt,unburnt,Unburnt/unburnt,15,180,Crest,Scaevola depauperata,1,,,,1,1,1,Undeveloped
2017,6/5/17,Mulan,Carlo Station,Carlo Station,CS,2,Regional,unburnt,unburnt,Unburnt/unburnt,15,180,Crest,Euphorbia drummondii,1,,,,1,1,1,Undeveloped
2017,6/5/17,Mulan,Carlo Station,Carlo Station,CS,2,Regional,unburnt,unburnt,Unburnt/unburnt,15,180,Crest,Tephrosia rosea,1,,,,1,1,1,Undeveloped
2017,5/5/17,Mulan,Carlo Station,Carlo Station,CS,5,Regional,unburnt,burnt,Unburnt/burnt,1,151,Swale,Newcastelia cephalantha,2,,,,1,2,2,
2017,5/5/17,Mulan,Carlo Station,Carlo Station,CS,5,Regional,unburnt,burnt,Unburnt/burnt,1,151,Swale,Calandrinia balonensis,5,,,,1,5,5,
2017,5/5/17,Mulan,Carlo Station,Carlo Station,CS,5,Regional,unburnt,burnt,Unburnt/burnt,1,151,Swale,Yakirra australiensis,19,,,,1,19,19,
2017,5/5/17,Mulan,Carlo Station,Carlo Station,CS,5,Regional,unburnt,burnt,Unburnt/burnt,1,151,Swale,Newcastelia spodiotricha,2,,,,2,2,2,
2017,5/5/17,Mulan,Carlo Station,Carlo Station,CS,5,Regional,unburnt,burnt,Unburnt/burnt,1,151,Swale,Unknown 1,5,,,,1,5,5,
2017,5/5/17,Mulan,Carlo Station,Carlo Station,CS,5,Regional,unburnt,burnt,Unburnt/burnt,2,152,Swale,Newcastelia cephalantha,43,3,,,1,46,46,
2017,5/5/17,Mulan,Carlo Station,Carlo Station,CS,5,Regional,unburnt,burnt,Unburnt/burnt,2,152,Swale,Calandrinia balonensis,3,,,,1,3,3,
2017,5/5/17,Mulan,Carlo Station,Carlo Station,CS,5,Regional,unburnt,burnt,Unburnt/burnt,2,152,Swale,Yakirra australiensis,1,,,,1,1,1,
2017,5/5/17,Mulan,Carlo Station,Carlo Station,CS,5,Regional,unburnt,burnt,Unburnt/burnt,2,152,Swale,Newcastelia spodiotricha,1,,,,1,1,1,
2017,5/5/17,Mulan,Carlo Station,Carlo Station,CS,5,Regional,unburnt,burnt,Unburnt/burnt,3,153,Swale,Newcastelia cephalantha,16,,,,1,16,16,
2017,5/5/17,Mulan,Carlo Station,Carlo Station,CS,5,Regional,unburnt,burnt,Unburnt/burnt,3,153,Swale,Yakirra australiensis,55,,,,1,55,55,
2017,5/5/17,Mulan,Carlo Station,Carlo Station,CS,5,Regional,unburnt,burnt,Unburnt/burnt,3,153,Swale,Calandrinia balonensis,5,,,,1,5,5,
2017,5/5/17,Mulan,Carlo Station,Carlo Station,CS,5,Regional,unburnt,burnt,Unburnt/burnt,3,153,Swale,Unknown 1,2,,,,1,2,2,
2017,5/5/17,Mulan,Carlo Station,Carlo Station,CS,5,Regional,unburnt,burnt,Unburnt/burnt,3,153,Swale,Calotis erinacea,1,,,,1,1,1,
2017,5/5/17,Mulan,Carlo Station,Carlo Station,CS,5,Regional,unburnt,burnt,Unburnt/burnt,3,153,Swale,Trachymene glaucifolia,1,,,,2,1,1,
2017,5/5/17,Mulan,Carlo Station,Carlo Station,CS,5,Regional,unburnt,burnt,Unburnt/burnt,3,153,Swale,Unknown 3,3,,,,1,3,3,
2017,5/5/17,Mulan,Carlo Station,Carlo Station,CS,5,Regional,unburnt,burnt,Unburnt/burnt,3,153,Swale,Scaevola depauperata,1,,,,1,1,1,
2017,5/5/17,Mulan,Carlo Station,Carlo Station,CS,5,Regional,unburnt,burnt,Unburnt/burnt,3,153,Swale,Triodia basedowii,1,,,,2,1,1,
2017,5/5/17,Mulan,Carlo Station,Carlo Station,CS,5,Regional,unburnt,burnt,Unburnt/burnt,3,153,Swale,Eriachne aristidea,3,,,,2,3,3,
2017,5/5/17,Mulan,Carlo Station,Carlo Station,CS,5,Regional,unburnt,burnt,Unburnt/burnt,3,153,Swale,Haloragis gossei,1,,,,1,1,1,
2017,5/5/17,Mulan,Carlo Station,Carlo Station,CS,5,Regional,unburnt,burnt,Unburnt/burnt,4,154,Swale,Newcastelia cephalantha,98,,,,1,98,98,
2017,5/5/17,Mulan,Carlo Station,Carlo Station,CS,5,Regional,unburnt,burnt,Unburnt/burnt,4,154,Swale,Unknown 1,3,,,,1,3,3,
2017,5/5/17,Mulan,Carlo Station,Carlo Station,CS,5,Regional,unburnt,burnt,Unburnt/burnt,4,154,Swale,Calandrinia balonensis,61,,,,1,61,61,
2017,5/5/17,Mulan,Carlo Station,Carlo Station,CS,5,Regional,unburnt,burnt,Unburnt/burnt,4,154,Swale,Scaevola depauperata,1,,,,2,1,1,
2017,5/5/17,Mulan,Carlo Station,Carlo Station,CS,5,Regional,unburnt,burnt,Unburnt/burnt,4,154,Swale,Yakirra australiensis,1,,,,1,1,1,
2017,5/5/17,Mulan,Carlo Station,Carlo Station,CS,5,Regional,unburnt,burnt,Unburnt/burnt,5,155,Swale,Newcastelia cephalantha,16,,,,1,16,16,
2017,5/5/17,Mulan,Carlo Station,Carlo Station,CS,5,Regional,unburnt,burnt,Unburnt/burnt,5,155,Swale,Unknown 1,6,,,,1,6,6,
2017,5/5/17,Mulan,Carlo Station,Carlo Station,CS,5,Regional,unburnt,burnt,Unburnt/burnt,5,155,Swale,Calandrinia balonensis,3,,,,1,3,3,
2017,5/5/17,Mulan,Carlo Station,Carlo Station,CS,5,Regional,unburnt,burnt,Unburnt/burnt,5,155,Swale,Unknown 3,1,,,,1,1,1,
2017,5/5/17,Mulan,Carlo Station,Carlo Station,CS,5,Regional,unburnt,burnt,Unburnt/burnt,5,155,Swale,Ptilotus polystachyus,1,,,,1,1,1,
2017,5/5/17,Mulan,Carlo Station,Carlo Station,CS,5,Regional,unburnt,burnt,Unburnt/burnt,6,156,Mid,Newcastelia cephalantha,4,,,,1,4,4,
2017,5/5/17,Mulan,Carlo Station,Carlo Station,CS,5,Regional,unburnt,burnt,Unburnt/burnt,6,156,Mid,Scaevola depauperata,2,,,,1,2,2,
2017,5/5/17,Mulan,Carlo Station,Carlo Station,CS,5,Regional,unburnt,burnt,Unburnt/burnt,6,156,Mid,Unknown 1,1,,,,1,1,1,
2017,5/5/17,Mulan,Carlo Station,Carlo Station,CS,5,Regional,unburnt,burnt,Unburnt/burnt,6,156,Mid,Acacia georginae,16,,,,1,16,16,
2017,5/5/17,Mulan,Carlo Station,Carlo Station,CS,5,Regional,unburnt,burnt,Unburnt/burnt,7,157,Mid,Calandrinia balonensis,2,,,,1,2,2,
2017,5/5/17,Mulan,Carlo Station,Carlo Station,CS,5,Regional,unburnt,burnt,Unburnt/burnt,7,157,Mid,Newcastelia cephalantha,4,,,,1,4,4,
2017,5/5/17,Mulan,Carlo Station,Carlo Station,CS,5,Regional,unburnt,burnt,Unburnt/burnt,7,157,Mid,Acacia georginae,2,,,,2,2,2,
2017,5/5/17,Mulan,Carlo Station,Carlo Station,CS,5,Regional,unburnt,burnt,Unburnt/burnt,7,157,Mid,Yakirra australiensis,1,,,,2,1,1,
2017,5/5/17,Mulan,Carlo Station,Carlo Station,CS,5,Regional,unburnt,burnt,Unburnt/burnt,7,157,Mid,Aristida contorta,1,,,,2,1,1,
2017,5/5/17,Mulan,Carlo Station,Carlo Station,CS,5,Regional,unburnt,burnt,Unburnt/burnt,7,157,Mid,Triodia basedowii,1,,,,2,1,1,
2017,5/5/17,Mulan,Carlo Station,Carlo Station,CS,5,Regional,unburnt,burnt,Unburnt/burnt,8,158,Mid,Newcastelia cephalantha,6,,,,1,6,6,
2017,5/5/17,Mulan,Carlo Station,Carlo Station,CS,5,Regional,unburnt,burnt,Unburnt/burnt,8,158,Mid,Calandrinia balonensis,5,,,,1,5,5,
2017,5/5/17,Mulan,Carlo Station,Carlo Station,CS,5,Regional,unburnt,burnt,Unburnt/burnt,8,158,Mid,Scaevola depauperata,2,,,,1,2,2,
2017,5/5/17,Mulan,Carlo Station,Carlo Station,CS,5,Regional,unburnt,burnt,Unburnt/burnt,9,159,Mid,Newcastelia cephalantha,4,,,,1,4,4,
2017,5/5/17,Mulan,Carlo Station,Carlo Station,CS,5,Regional,unburnt,burnt,Unburnt/burnt,9,159,Mid,Calandrinia balonensis,3,,,,1,3,3,
2017,5/5/17,Mulan,Carlo Station,Carlo Station,CS,5,Regional,unburnt,burnt,Unburnt/burnt,10,160,Mid,Newcastelia cephalantha,142,,,,1,142,142,
2017,5/5/17,Mulan,Carlo Station,Carlo Station,CS,5,Regional,unburnt,burnt,Unburnt/burnt,10,160,Mid,Scaevola depauperata,4,,,,1,4,4,
2017,5/5/17,Mulan,Carlo Station,Carlo Station,CS,5,Regional,unburnt,burnt,Unburnt/burnt,10,160,Mid,Trachymene glaucifolia,1,,,,2,1,1,
2017,5/5/17,Mulan,Carlo Station,Carlo Station,CS,5,Regional,unburnt,burnt,Unburnt/burnt,10,160,Mid,Calandrinia balonensis,1,,,,1,1,1,
2017,5/5/17,Mulan,Carlo Station,Carlo Station,CS,5,Regional,unburnt,burnt,Unburnt/burnt,11,161,Crest,Calotis erinacea,5,,,,1,5,5,
2017,5/5/17,Mulan,Carlo Station,Carlo Station,CS,5,Regional,unburnt,burnt,Unburnt/burnt,11,161,Crest,Unknown 2,5,,,,2,5,5,
2017,5/5/17,Mulan,Carlo Station,Carlo Station,CS,5,Regional,unburnt,burnt,Unburnt/burnt,11,161,Crest,Dicrastylis costelloi,2,,,,2,2,2,
2017,5/5/17,Mulan,Carlo Station,Carlo Station,CS,5,Regional,unburnt,burnt,Unburnt/burnt,12,162,Crest,Calotis erinacea,5,,,,1,5,5,
2017,5/5/17,Mulan,Carlo Station,Carlo Station,CS,5,Regional,unburnt,burnt,Unburnt/burnt,12,162,Crest,Dicrastylis costelloi,1,,,,2,1,1,
2017,5/5/17,Mulan,Carlo Station,Carlo Station,CS,5,Regional,unburnt,burnt,Unburnt/burnt,13,163,Crest,Calotis erinacea,2,,,,1,2,2,
