Year,Trip Date,Sorter,Property,Site name,Site,Grid,Design,2001/2002,2011/2012,TREATMENTS,Plot,Ref,Dune Zone,Species,Viable,Non-viable,Evidence of predation,Estimate of spinifex husks,I.D. Confidence,Total (excluding spinifex husks),Total (incl. spin husks),Notes
2017,20/5/2017,Gaby,Ethabuka Reserve,Main Camp,MC,SK,Local,burnt,unburnt,Burnt/unburnt,1,,Swale,Aristida sp.,1,1,,,1,2,2,
2017,20/5/2017,Gaby,Ethabuka Reserve,Main Camp,MC,SK,Local,burnt,unburnt,Burnt/unburnt,1,,Swale,Ptilotus polystachyus,1,1,,,1,2,2,
2017,20/5/2017,Gaby,Ethabuka Reserve,Main Camp,MC,SK,Local,burnt,unburnt,Burnt/unburnt,1,,Swale,Plagiosetum refractum,,1,,,1,1,1,Paractaenum refractum
2017,20/5/2017,Gaby,Ethabuka Reserve,Main Camp,MC,SK,Local,burnt,unburnt,Burnt/unburnt,1,,Swale,Triodia basedowii,,,,7,1,0,7,
2017,20/5/2017,Gaby,Ethabuka Reserve,Main Camp,MC,SK,Local,burnt,unburnt,Burnt/unburnt,2,,Swale,Trachymene glaucifolia,2,4,,,1,6,6,
2017,20/5/2017,Gaby,Ethabuka Reserve,Main Camp,MC,SK,Local,burnt,unburnt,Burnt/unburnt,2,,Swale,Aristida sp.,4,7,,,1,11,11,
2017,20/5/2017,Gaby,Ethabuka Reserve,Main Camp,MC,SK,Local,burnt,unburnt,Burnt/unburnt,2,,Swale,Sclerolaena sp. A,1,1,,,1,2,2,
2017,20/5/2017,Gaby,Ethabuka Reserve,Main Camp,MC,SK,Local,burnt,unburnt,Burnt/unburnt,2,,Swale,Ptilotus polystachyus,1,6,,,1,7,7,
2017,20/5/2017,Gaby,Ethabuka Reserve,Main Camp,MC,SK,Local,burnt,unburnt,Burnt/unburnt,2,,Swale,Plagiosetum refractum,,9,,,1,9,9,Paractaenum refractum
2017,20/5/2017,Gaby,Ethabuka Reserve,Main Camp,MC,SK,Local,burnt,unburnt,Burnt/unburnt,2,,Swale,Triodia basedowii,,,,4,1,0,4,
2017,20/5/2017,Gaby,Ethabuka Reserve,Main Camp,MC,SK,Local,burnt,unburnt,Burnt/unburnt,2,,Swale,Cenchrus ciliaris,,2,,,2,2,2,
2017,20/5/2017,Gaby,Ethabuka Reserve,Main Camp,MC,SK,Local,burnt,unburnt,Burnt/unburnt,2,,Swale,Boerhavia coccinea,1,,,,2,1,1,
2017,20/5/2017,Gaby,Ethabuka Reserve,Main Camp,MC,SK,Local,burnt,unburnt,Burnt/unburnt,3,,Swale,Triodia basedowii,,,,3,1,0,3,
2017,20/5/2017,Gaby,Ethabuka Reserve,Main Camp,MC,SK,Local,burnt,unburnt,Burnt/unburnt,3,,Swale,Aristida sp.,1,1,,,1,2,2,
2017,20/5/2017,Gaby,Ethabuka Reserve,Main Camp,MC,SK,Local,burnt,unburnt,Burnt/unburnt,3,,Swale,Plagiosetum refractum,,9,,,1,9,9,Paractaenum refractum
2017,20/5/2017,Gaby,Ethabuka Reserve,Main Camp,MC,SK,Local,burnt,unburnt,Burnt/unburnt,3,,Swale,Newcastelia spodiotricha,,,,1,1,0,1,
2017,20/5/2017,Gaby,Ethabuka Reserve,Main Camp,MC,SK,Local,burnt,unburnt,Burnt/unburnt,4,,Swale,Triodia basedowii,,,,13,1,0,13,
2017,20/5/2017,Gaby,Ethabuka Reserve,Main Camp,MC,SK,Local,burnt,unburnt,Burnt/unburnt,4,,Swale,Trachymene glaucifolia,7,2,,,1,9,9,
2017,20/5/2017,Gaby,Ethabuka Reserve,Main Camp,MC,SK,Local,burnt,unburnt,Burnt/unburnt,4,,Swale,Aristida sp.,,2,,,1,2,2,
2017,20/5/2017,Gaby,Ethabuka Reserve,Main Camp,MC,SK,Local,burnt,unburnt,Burnt/unburnt,5,,Swale,Triodia basedowii,,1,,,1,1,1,
2017,20/5/2017,Gaby,Ethabuka Reserve,Main Camp,MC,SK,Local,burnt,unburnt,Burnt/unburnt,5,,Swale,Trachymene glaucifolia,,1,,,1,1,1,
2017,20/5/2017,Gaby,Ethabuka Reserve,Main Camp,MC,SK,Local,burnt,unburnt,Burnt/unburnt,6,,Mid,Triodia basedowii,,,,2,1,0,2,
2017,20/5/2017,Gaby,Ethabuka Reserve,Main Camp,MC,SK,Local,burnt,unburnt,Burnt/unburnt,6,,Mid,Ptilotus latifolius,1,,,,1,1,1,
2017,20/5/2017,Gaby,Ethabuka Reserve,Main Camp,MC,SK,Local,burnt,unburnt,Burnt/unburnt,6,,Mid,Plagiosetum refractum,,1,,,1,1,1,Paractaenum refractum
2017,20/5/2017,Gaby,Ethabuka Reserve,Main Camp,MC,SK,Local,burnt,unburnt,Burnt/unburnt,6,,Mid,Newcastelia spodiotricha,1,,,,2,1,1,
2017,20/5/2017,Gaby,Ethabuka Reserve,Main Camp,MC,SK,Local,burnt,unburnt,Burnt/unburnt,6,,Mid,Aristida sp.,,1,,,1,1,1,
2017,20/5/2017,Gaby,Ethabuka Reserve,Main Camp,MC,SK,Local,burnt,unburnt,Burnt/unburnt,7,,Mid,Trachymene glaucifolia,,1,,,1,1,1,
2017,20/5/2017,Gaby,Ethabuka Reserve,Main Camp,MC,SK,Local,burnt,unburnt,Burnt/unburnt,7,,Mid,Triodia basedowii,,,,1,1,0,1,
2017,20/5/2017,Gaby,Ethabuka Reserve,Main Camp,MC,SK,Local,burnt,unburnt,Burnt/unburnt,7,,Mid,Plagiosetum refractum,,1,,,1,1,1,Paractaenum refractum
2017,20/5/2017,Gaby,Ethabuka Reserve,Main Camp,MC,SK,Local,burnt,unburnt,Burnt/unburnt,8,,Mid,Sida fibulifera,2,,,,1,2,2,
2017,20/5/2017,Gaby,Ethabuka Reserve,Main Camp,MC,SK,Local,burnt,unburnt,Burnt/unburnt,8,,Mid,Plagiosetum refractum,,9,,,1,9,9,Paractaenum refractum
2017,20/5/2017,Gaby,Ethabuka Reserve,Main Camp,MC,SK,Local,burnt,unburnt,Burnt/unburnt,8,,Mid,Triodia basedowii,,,,9,1,0,9,
2017,20/5/2017,Gaby,Ethabuka Reserve,Main Camp,MC,SK,Local,burnt,unburnt,Burnt/unburnt,8,,Mid,Euphorbia drummondii,,1,,,1,1,1,
2017,20/5/2017,Gaby,Ethabuka Reserve,Main Camp,MC,SK,Local,burnt,unburnt,Burnt/unburnt,8,,Mid,Oldenlandia pterospora,,1,,,2,1,1,
2017,20/5/2017,Gaby,Ethabuka Reserve,Main Camp,MC,SK,Local,burnt,unburnt,Burnt/unburnt,9,,Mid,Trachymene glaucifolia,3,3,,,1,6,6,
2017,20/5/2017,Gaby,Ethabuka Reserve,Main Camp,MC,SK,Local,burnt,unburnt,Burnt/unburnt,9,,Mid,Triodia basedowii,,,,39,1,0,39,
2017,20/5/2017,Gaby,Ethabuka Reserve,Main Camp,MC,SK,Local,burnt,unburnt,Burnt/unburnt,9,,Mid,Ptilotus latifolius,1,1,,,1,2,2,
2017,20/5/2017,Gaby,Ethabuka Reserve,Main Camp,MC,SK,Local,burnt,unburnt,Burnt/unburnt,9,,Mid,Plagiosetum refractum,,4,,,1,4,4,Paractaenum refractum
2017,20/5/2017,Gaby,Ethabuka Reserve,Main Camp,MC,SK,Local,burnt,unburnt,Burnt/unburnt,10,,Mid,Goodenia cycloptera,1,8,,,1,9,9,
2017,20/5/2017,Gaby,Ethabuka Reserve,Main Camp,MC,SK,Local,burnt,unburnt,Burnt/unburnt,10,,Mid,Trachymene glaucifolia,6,7,,,1,13,13,
2017,20/5/2017,Gaby,Ethabuka Reserve,Main Camp,MC,SK,Local,burnt,unburnt,Burnt/unburnt,10,,Mid,Ptilotus latifolius,2,,,,1,2,2,
2017,20/5/2017,Gaby,Ethabuka Reserve,Main Camp,MC,SK,Local,burnt,unburnt,Burnt/unburnt,10,,Mid,Aristida sp.,2,1,,,1,3,3,
2017,20/5/2017,Gaby,Ethabuka Reserve,Main Camp,MC,SK,Local,burnt,unburnt,Burnt/unburnt,10,,Mid,Triodia basedowii,,,,2,1,0,2,
2017,20/5/2017,Gaby,Ethabuka Reserve,Main Camp,MC,SK,Local,burnt,unburnt,Burnt/unburnt,10,,Mid,Ptilotus polystachyus,13,11,,,1,24,24,
2017,20/5/2017,Gaby,Ethabuka Reserve,Main Camp,MC,SK,Local,burnt,unburnt,Burnt/unburnt,10,,Mid,Plagiosetum refractum,8,2,,,1,10,10,Paractaenum refractum
2017,20/5/2017,Gaby,Ethabuka Reserve,Main Camp,MC,SK,Local,burnt,unburnt,Burnt/unburnt,10,,Mid,Oldenlandia pterospora,,2,,,1,2,2,
2017,20/5/2017,Gaby,Ethabuka Reserve,Main Camp,MC,SK,Local,burnt,unburnt,Burnt/unburnt,11,,Crest,Aristida sp.,,1,,,1,1,1,
2017,20/5/2017,Gaby,Ethabuka Reserve,Main Camp,MC,SK,Local,burnt,unburnt,Burnt/unburnt,11,,Crest,Trachymene glaucifolia,1,,,,1,1,1,
2017,20/5/2017,Gaby,Ethabuka Reserve,Main Camp,MC,SK,Local,burnt,unburnt,Burnt/unburnt,11,,Crest,Triodia basedowii,,,,2,1,0,2,
2017,20/5/2017,Gaby,Ethabuka Reserve,Main Camp,MC,SK,Local,burnt,unburnt,Burnt/unburnt,11,,Crest,Oldenlandia pterospora,4,4,,,1,8,8,
2017,20/5/2017,Gaby,Ethabuka Reserve,Main Camp,MC,SK,Local,burnt,unburnt,Burnt/unburnt,11,,Crest,Eremophila macdonnellii,1,,,,2,1,1,
2017,20/5/2017,Gaby,Ethabuka Reserve,Main Camp,MC,SK,Local,burnt,unburnt,Burnt/unburnt,12,,Crest,Plagiosetum refractum,,2,,,1,2,2,Paractaenum refractum
2017,20/5/2017,Gaby,Ethabuka Reserve,Main Camp,MC,SK,Local,burnt,unburnt,Burnt/unburnt,12,,Crest,Oldenlandia pterospora,13,,,,1,13,13,
2017,20/5/2017,Gaby,Ethabuka Reserve,Main Camp,MC,SK,Local,burnt,unburnt,Burnt/unburnt,12,,Crest,Newcastelia spodiotricha,,2,,,2,2,2,
2017,20/5/2017,Gaby,Ethabuka Reserve,Main Camp,MC,SK,Local,burnt,unburnt,Burnt/unburnt,13,,Crest,Oldenlandia pterospora,100,,,,1,100,100,
2017,20/5/2017,Gaby,Ethabuka Reserve,Main Camp,MC,SK,Local,burnt,unburnt,Burnt/unburnt,13,,Crest,Plagiosetum refractum,,2,,,1,2,2,Paractaenum refractum
2017,20/5/2017,Gaby,Ethabuka Reserve,Main Camp,MC,SK,Local,burnt,unburnt,Burnt/unburnt,14,,Crest,Trachymene glaucifolia,1,,,,1,1,1,
2017,20/5/2017,Gaby,Ethabuka Reserve,Main Camp,MC,SK,Local,burnt,unburnt,Burnt/unburnt,14,,Crest,Oldenlandia pterospora,13,,,,1,13,13,
2017,20/5/2017,Gaby,Ethabuka Reserve,Main Camp,MC,SK,Local,burnt,unburnt,Burnt/unburnt,14,,Crest,Ptilotus latifolius,,1,,,2,1,1,
2017,20/5/2017,Gaby,Ethabuka Reserve,Main Camp,MC,SK,Local,burnt,unburnt,Burnt/unburnt,14,,Crest,Aristida sp.,,1,,,1,1,1,
2017,20/5/2017,Gaby,Ethabuka Reserve,Main Camp,MC,SK,Local,burnt,unburnt,Burnt/unburnt,15,,Crest,Trachymene glaucifolia,1,1,,,1,2,2,
2017,20/5/2017,Gaby,Ethabuka Reserve,Main Camp,MC,SK,Local,burnt,unburnt,Burnt/unburnt,15,,Crest,Goodenia cycloptera,,2,,,1,2,2,
2017,20/5/2017,Gaby,Ethabuka Reserve,Main Camp,MC,SK,Local,burnt,unburnt,Burnt/unburnt,15,,Crest,Aristida sp.,,3,,,1,3,3,
2017,20/5/2017,Gaby,Ethabuka Reserve,Main Camp,MC,SK,Local,burnt,unburnt,Burnt/unburnt,15,,Crest,Plagiosetum refractum,,5,,,1,5,5,Paractaenum refractum
2017,20/5/2017,Gaby,Ethabuka Reserve,Main Camp,MC,SK,Local,burnt,unburnt,Burnt/unburnt,15,,Crest,Grevillea stenobotrya,,1,,,1,1,1,
2017,20/5/2017,Gaby,Ethabuka Reserve,Main Camp,MC,SK,Local,burnt,unburnt,Burnt/unburnt,15,,Crest,Oldenlandia pterospora,45,,,,1,45,45,
2017,20/5/2017,Gaby,Ethabuka Reserve,Main Camp,MC,SK,Local,burnt,unburnt,Burnt/unburnt,15,,Crest,Euphorbia tannensis,1,,,,2,1,1,
2017,20/5/2017,Gaby,Ethabuka Reserve,Main Camp,MC,SK,Local,burnt,unburnt,Burnt/unburnt,15,,Crest,Calotis erinacea,1,,,,2,1,1,
2017,14/5/2017,Kyle,Ethabuka Reserve,Main Camp,MC,A,Local,unburnt,burnt,Unburnt/burnt,1,31,Swale,Trachymene glaucifolia,3,,,,1,3,3,
2017,14/5/2017,Kyle,Ethabuka Reserve,Main Camp,MC,A,Local,unburnt,burnt,Unburnt/burnt,1,31,Swale,Ptilotus latifolius,27,,,,1,27,27,
2017,14/5/2017,Kyle,Ethabuka Reserve,Main Camp,MC,A,Local,unburnt,burnt,Unburnt/burnt,1,31,Swale,Aristida sp.,1,,,,1,1,1,
2017,14/5/2017,Kyle,Ethabuka Reserve,Main Camp,MC,A,Local,unburnt,burnt,Unburnt/burnt,1,31,Swale,Yakirra australiensis,2,,,9,1,2,11,
2017,14/5/2017,Kyle,Ethabuka Reserve,Main Camp,MC,A,Local,unburnt,burnt,Unburnt/burnt,1,31,Swale,Eriachne aristidea,,,,3,2,0,3,
2017,14/5/2017,Kyle,Ethabuka Reserve,Main Camp,MC,A,Local,unburnt,burnt,Unburnt/burnt,1,31,Swale,Eucalyptus gamophylla,3,,,,3,3,3,fruit
2017,14/5/2017,Kyle,Ethabuka Reserve,Main Camp,MC,A,Local,unburnt,burnt,Unburnt/burnt,1,31,Swale,Triodia basedowii,,,,71,1,0,71,
2017,14/5/2017,Kyle,Ethabuka Reserve,Main Camp,MC,A,Local,unburnt,burnt,Unburnt/burnt,1,31,Swale,Boerhavia coccinea,,,,19,1,0,19,
2017,14/5/2017,Kyle,Ethabuka Reserve,Main Camp,MC,A,Local,unburnt,burnt,Unburnt/burnt,1,31,Swale,Dactyloctenium radulans,,,,2,1,0,2,
2017,14/5/2017,Kyle,Ethabuka Reserve,Main Camp,MC,A,Local,unburnt,burnt,Unburnt/burnt,1,31,Swale,Ptilotus polystachyus,,,,5,2,0,5,
2017,14/5/2017,Kyle,Ethabuka Reserve,Main Camp,MC,A,Local,unburnt,burnt,Unburnt/burnt,1,31,Swale,Calotis erinacea,,,,6,1,0,6,
2017,14/5/2017,Kyle,Ethabuka Reserve,Main Camp,MC,A,Local,unburnt,burnt,Unburnt/burnt,1,31,Swale,Brunonia australis,1,,,,2,1,1,
2017,14/5/2017,Kyle,Ethabuka Reserve,Main Camp,MC,A,Local,unburnt,burnt,Unburnt/burnt,1,31,Swale,Nicotiana megalosiphon,1,,,,2,1,1,
2017,14/5/2017,Kyle,Ethabuka Reserve,Main Camp,MC,A,Local,unburnt,burnt,Unburnt/burnt,1,31,Swale,Unknown 6,1,,,,3,1,1,
2017,14/5/2017,Kyle,Ethabuka Reserve,Main Camp,MC,A,Local,unburnt,burnt,Unburnt/burnt,2,32,Swale,Triodia basedowii,,,,2,1,0,2,
2017,14/5/2017,Kyle,Ethabuka Reserve,Main Camp,MC,A,Local,unburnt,burnt,Unburnt/burnt,3,33,Swale,Trachymene glaucifolia,12,,,,1,12,12,
2017,14/5/2017,Kyle,Ethabuka Reserve,Main Camp,MC,A,Local,unburnt,burnt,Unburnt/burnt,3,33,Swale,Aristida sp.,2,,,,1,2,2,
2017,14/5/2017,Kyle,Ethabuka Reserve,Main Camp,MC,A,Local,unburnt,burnt,Unburnt/burnt,3,33,Swale,Calotis erinacea,1,,,,1,1,1,
2017,14/5/2017,Kyle,Ethabuka Reserve,Main Camp,MC,A,Local,unburnt,burnt,Unburnt/burnt,3,33,Swale,Ptilotus polystachyus,,,,2,1,0,2,
2017,14/5/2017,Kyle,Ethabuka Reserve,Main Camp,MC,A,Local,unburnt,burnt,Unburnt/burnt,3,33,Swale,Triodia basedowii,,,,4,1,0,4,
2017,14/5/2017,Kyle,Ethabuka Reserve,Main Camp,MC,A,Local,unburnt,burnt,Unburnt/burnt,3,33,Swale,Boerhavia coccinea,,,,16,2,0,16,
2017,14/5/2017,Kyle,Ethabuka Reserve,Main Camp,MC,A,Local,unburnt,burnt,Unburnt/burnt,3,33,Swale,Yakirra australiensis,2,,,,2,2,2,
2017,14/5/2017,Kyle,Ethabuka Reserve,Main Camp,MC,A,Local,unburnt,burnt,Unburnt/burnt,3,33,Swale,Nicotiana megalosiphon,1,,,,2,1,1,
2017,14/5/2017,Kyle,Ethabuka Reserve,Main Camp,MC,A,Local,unburnt,burnt,Unburnt/burnt,3,33,Swale,Ptilotus latifolius,1,,,,1,1,1,
2017,14/5/2017,Kyle,Ethabuka Reserve,Main Camp,MC,A,Local,unburnt,burnt,Unburnt/burnt,3,33,Swale,Unknown 6,,,,1,-,0,1,
2017,14/5/2017,Kyle,Ethabuka Reserve,Main Camp,MC,A,Local,unburnt,burnt,Unburnt/burnt,4,34,Swale,Trachymene glaucifolia,22,,,,,22,22,
2017,14/5/2017,Kyle,Ethabuka Reserve,Main Camp,MC,A,Local,unburnt,burnt,Unburnt/burnt,4,34,Swale,Acacia cambagei,2,,,,1,2,2,
2017,14/5/2017,Kyle,Ethabuka Reserve,Main Camp,MC,A,Local,unburnt,burnt,Unburnt/burnt,4,34,Swale,Aristida sp.,2,,,,1,2,2,
2017,14/5/2017,Kyle,Ethabuka Reserve,Main Camp,MC,A,Local,unburnt,burnt,Unburnt/burnt,4,34,Swale,Eriachne aristidea,,,,4,3,0,4,
2017,14/5/2017,Kyle,Ethabuka Reserve,Main Camp,MC,A,Local,unburnt,burnt,Unburnt/burnt,4,34,Swale,Ptilotus polystachyus,,,,1,2,0,1,
2017,14/5/2017,Kyle,Ethabuka Reserve,Main Camp,MC,A,Local,unburnt,burnt,Unburnt/burnt,4,34,Swale,Triodia basedowii,,,,4,1,0,4,
2017,14/5/2017,Kyle,Ethabuka Reserve,Main Camp,MC,A,Local,unburnt,burnt,Unburnt/burnt,4,34,Swale,Boerhavia coccinea,,,,3,1,0,3,
2017,14/5/2017,Kyle,Ethabuka Reserve,Main Camp,MC,A,Local,unburnt,burnt,Unburnt/burnt,4,34,Swale,Nicotiana megalosiphon,10,,,,3,10,10,
2017,14/5/2017,Kyle,Ethabuka Reserve,Main Camp,MC,A,Local,unburnt,burnt,Unburnt/burnt,4,34,Swale,Ptilotus latifolius,19,,,,1,19,19,
2017,14/5/2017,Kyle,Ethabuka Reserve,Main Camp,MC,A,Local,unburnt,burnt,Unburnt/burnt,5,35,Swale,Aristida sp.,2,1,,,1,3,3,
2017,14/5/2017,Kyle,Ethabuka Reserve,Main Camp,MC,A,Local,unburnt,burnt,Unburnt/burnt,5,35,Swale,Triodia basedowii,,,,1,1,0,1,
2017,14/5/2017,Kyle,Ethabuka Reserve,Main Camp,MC,A,Local,unburnt,burnt,Unburnt/burnt,5,35,Swale,Yakirra australiensis,2,,,,2,2,2,
2017,14/5/2017,Kyle,Ethabuka Reserve,Main Camp,MC,A,Local,unburnt,burnt,Unburnt/burnt,5,35,Swale,Nicotiana megalosiphon,,,,1,3,0,1,
2017,14/5/2017,Kyle,Ethabuka Reserve,Main Camp,MC,A,Local,unburnt,burnt,Unburnt/burnt,5,35,Swale,Ptilotus latifolius,,,,1,3,0,1,
2017,14/5/2017,Kyle,Ethabuka Reserve,Main Camp,MC,A,Local,unburnt,burnt,Unburnt/burnt,6,36,Mid,Trachymene glaucifolia,6,,,,1,6,6,"plot 36-40 (mid) => all labelled as ""10"""
2017,14/5/2017,Kyle,Ethabuka Reserve,Main Camp,MC,A,Local,unburnt,burnt,Unburnt/burnt,6,36,Mid,Aristida sp.,2,,,,1,2,2,
2017,14/5/2017,Kyle,Ethabuka Reserve,Main Camp,MC,A,Local,unburnt,burnt,Unburnt/burnt,6,36,Mid,Eucalyptus gamophylla,2,,,,3,2,2,
2017,14/5/2017,Kyle,Ethabuka Reserve,Main Camp,MC,A,Local,unburnt,burnt,Unburnt/burnt,6,36,Mid,Triodia basedowii,,,,22,1,0,22,
2017,14/5/2017,Kyle,Ethabuka Reserve,Main Camp,MC,A,Local,unburnt,burnt,Unburnt/burnt,6,36,Mid,Boerhavia coccinea,,,,1,1,0,1,
2017,14/5/2017,Kyle,Ethabuka Reserve,Main Camp,MC,A,Local,unburnt,burnt,Unburnt/burnt,6,36,Mid,Yakirra australiensis,4,,,,1,4,4,
2017,14/5/2017,Kyle,Ethabuka Reserve,Main Camp,MC,A,Local,unburnt,burnt,Unburnt/burnt,6,36,Mid,Halgania cyanea,,2,,,2,2,2,
2017,14/5/2017,Kyle,Ethabuka Reserve,Main Camp,MC,A,Local,unburnt,burnt,Unburnt/burnt,6,36,Mid,Ptilotus latifolius,303,1,,,1,304,304,
2017,14/5/2017,Kyle,Ethabuka Reserve,Main Camp,MC,A,Local,unburnt,burnt,Unburnt/burnt,7,37,Mid,Triodia basedowii,,,,10,1,0,10,
2017,14/5/2017,Kyle,Ethabuka Reserve,Main Camp,MC,A,Local,unburnt,burnt,Unburnt/burnt,7,37,Mid,Yakirra australiensis,1,,,2,1,1,3,
2017,14/5/2017,Kyle,Ethabuka Reserve,Main Camp,MC,A,Local,unburnt,burnt,Unburnt/burnt,7,37,Mid,Unknown 7,4,,,,3,4,4,
2017,14/5/2017,Kyle,Ethabuka Reserve,Main Camp,MC,A,Local,unburnt,burnt,Unburnt/burnt,7,37,Mid,Ptilotus latifolius,389,,,,1,389,389,
2017,14/5/2017,Kyle,Ethabuka Reserve,Main Camp,MC,A,Local,unburnt,burnt,Unburnt/burnt,8,38,Mid,Trachymene glaucifolia,3,1,,,1,4,4,
2017,14/5/2017,Kyle,Ethabuka Reserve,Main Camp,MC,A,Local,unburnt,burnt,Unburnt/burnt,8,38,Mid,Ptilotus latifolius,12,,,,1,12,12,
2017,14/5/2017,Kyle,Ethabuka Reserve,Main Camp,MC,A,Local,unburnt,burnt,Unburnt/burnt,8,38,Mid,Haloragis gossei,,,,1,3,0,1,
2017,14/5/2017,Kyle,Ethabuka Reserve,Main Camp,MC,A,Local,unburnt,burnt,Unburnt/burnt,8,38,Mid,Aristida sp.,1,,,,1,1,1,
2017,14/5/2017,Kyle,Ethabuka Reserve,Main Camp,MC,A,Local,unburnt,burnt,Unburnt/burnt,8,38,Mid,Triodia basedowii,,,,9,1,0,9,
2017,14/5/2017,Kyle,Ethabuka Reserve,Main Camp,MC,A,Local,unburnt,burnt,Unburnt/burnt,8,38,Mid,Boerhavia coccinea,,,,1,1,0,1,
2017,14/5/2017,Kyle,Ethabuka Reserve,Main Camp,MC,A,Local,unburnt,burnt,Unburnt/burnt,8,38,Mid,Euphorbia tannensis,,,,3,1,0,3,
2017,14/5/2017,Kyle,Ethabuka Reserve,Main Camp,MC,A,Local,unburnt,burnt,Unburnt/burnt,9,39,Mid,Trachymene glaucifolia,35,,,,1,35,35,
2017,14/5/2017,Kyle,Ethabuka Reserve,Main Camp,MC,A,Local,unburnt,burnt,Unburnt/burnt,9,39,Mid,Ptilotus latifolius,229,,,,1,229,229,
2017,14/5/2017,Kyle,Ethabuka Reserve,Main Camp,MC,A,Local,unburnt,burnt,Unburnt/burnt,9,39,Mid,Aristida sp.,1,4,,,1,5,5,
2017,14/5/2017,Kyle,Ethabuka Reserve,Main Camp,MC,A,Local,unburnt,burnt,Unburnt/burnt,9,39,Mid,Eriachne aristidea,,,,1,1,0,1,
2017,14/5/2017,Kyle,Ethabuka Reserve,Main Camp,MC,A,Local,unburnt,burnt,Unburnt/burnt,9,39,Mid,Ptilotus polystachyus,,,,3,1,0,3,
2017,14/5/2017,Kyle,Ethabuka Reserve,Main Camp,MC,A,Local,unburnt,burnt,Unburnt/burnt,9,39,Mid,Triodia basedowii,,,,38,1,0,38,
2017,14/5/2017,Kyle,Ethabuka Reserve,Main Camp,MC,A,Local,unburnt,burnt,Unburnt/burnt,9,39,Mid,Boerhavia coccinea,,1,,7,1,1,8,
2017,14/5/2017,Kyle,Ethabuka Reserve,Main Camp,MC,A,Local,unburnt,burnt,Unburnt/burnt,9,39,Mid,Yakirra australiensis,2,,,1,1,2,3,
2017,14/5/2017,Kyle,Ethabuka Reserve,Main Camp,MC,A,Local,unburnt,burnt,Unburnt/burnt,9,39,Mid,Halgania cyanea,,1,,,2,1,1,
2017,14/5/2017,Kyle,Ethabuka Reserve,Main Camp,MC,A,Local,unburnt,burnt,Unburnt/burnt,9,39,Mid,Unknown 7,3,,,,3,3,3,
2017,14/5/2017,Kyle,Ethabuka Reserve,Main Camp,MC,A,Local,unburnt,burnt,Unburnt/burnt,9,39,Mid,Euphorbia tannensis,,,,1,1,0,1,
2017,14/5/2017,Kyle,Ethabuka Reserve,Main Camp,MC,A,Local,unburnt,burnt,Unburnt/burnt,10,40,Mid,Trachymene glaucifolia,43,1,,,1,44,44,
2017,14/5/2017,Kyle,Ethabuka Reserve,Main Camp,MC,A,Local,unburnt,burnt,Unburnt/burnt,10,40,Mid,Haloragis gossei,1,,,,1,1,1,
2017,14/5/2017,Kyle,Ethabuka Reserve,Main Camp,MC,A,Local,unburnt,burnt,Unburnt/burnt,10,40,Mid,Ptilotus latifolius,1,,,,1,1,1,
2017,14/5/2017,Kyle,Ethabuka Reserve,Main Camp,MC,A,Local,unburnt,burnt,Unburnt/burnt,10,40,Mid,Euphorbia tannensis,,,,1,1,0,1,
2017,14/5/2017,Kyle,Ethabuka Reserve,Main Camp,MC,A,Local,unburnt,burnt,Unburnt/burnt,10,40,Mid,Aristida sp.,8,2,,,1,10,10,
2017,14/5/2017,Kyle,Ethabuka Reserve,Main Camp,MC,A,Local,unburnt,burnt,Unburnt/burnt,10,40,Mid,Halgania cyanea,1,,,,3,1,1,
2017,14/5/2017,Kyle,Ethabuka Reserve,Main Camp,MC,A,Local,unburnt,burnt,Unburnt/burnt,10,40,Mid,Triodia basedowii,,,,202,1,0,202,
2017,14/5/2017,Kyle,Ethabuka Reserve,Main Camp,MC,A,Local,unburnt,burnt,Unburnt/burnt,10,40,Mid,Yakirra australiensis,4,,,1,1,4,5,
2017,14/5/2017,Kyle,Ethabuka Reserve,Main Camp,MC,A,Local,unburnt,burnt,Unburnt/burnt,10,40,Mid,Boerhavia coccinea,4,,,3,1,4,7,
2017,14/5/2017,Daniel,Ethabuka Reserve,Main Camp,MC,A,Local,unburnt,burnt,Unburnt/burnt,11,41,Crest,Goodenia cycloptera,5,2,,,1,7,7,
2017,14/5/2017,Daniel,Ethabuka Reserve,Main Camp,MC,A,Local,unburnt,burnt,Unburnt/burnt,11,41,Crest,Acacia cambagei,,1,,,1,,,
2017,14/5/2017,Daniel,Ethabuka Reserve,Main Camp,MC,A,Local,unburnt,burnt,Unburnt/burnt,11,41,Crest,Triodia basedowii,6,2,,,1,,,
2017,14/5/2017,Daniel,Ethabuka Reserve,Main Camp,MC,A,Local,unburnt,burnt,Unburnt/burnt,11,41,Crest,Trachymene glaucifolia,6,,,,1,,,
2017,14/5/2017,Daniel,Ethabuka Reserve,Main Camp,MC,A,Local,unburnt,burnt,Unburnt/burnt,11,41,Crest,Sida fibulifera,4,,,,1,,,
2017,14/5/2017,Daniel,Ethabuka Reserve,Main Camp,MC,A,Local,unburnt,burnt,Unburnt/burnt,11,41,Crest,Corynotheca micrantha,1,,,,2,,,
2017,14/5/2017,Daniel,Ethabuka Reserve,Main Camp,MC,A,Local,unburnt,burnt,Unburnt/burnt,12,42,Crest,Sida fibulifera,1,,,,1,1,1,
